ano_publicacao_contrato;codigo_orgao_entidade_contratante;nome_orgao_entidade_contratante;nome_empresarial_nome_fornecedor;cnpj_cpf_fornecedor_formatado;nome_empresarial_nome_fornecedor_1;unnamed_6;tipo_pessoa_fornecedor;numero_processo_formatado;numero_contrato;indicador_termo_de_contrato;situacao_contrato;descricao_tipo_de_contrato;objeto_contrato;unnamed_14;unnamed_15;unnamed_16;unnamed_17;unnamed_18;unnamed_19;data_assinatura_contrato;data_inicio_vigencia_contrato;data_termino_vigencia_contrato;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;contrato_termoaditivo_arquivos;valor_total_atualizado;valor_despesa_empenhada;valor_despesa_liquidada
2025;1260;SECRETARIA DE ESTADO DE EDUCACAO;VRG GAS LTDA - EPP;05.923.193/0001-76;VRG GAS LTDA - EPP;;PESSOA JURÍDICA;1261025 000003/2025;9458869;SIM;Vigente publicado;Fornecimento;"_x000D_ _x000D_ GAS LIQUEFEITO DE PETRÓLEO - NOMENCLATURA GLP, APRESENTAÇÃO BOTIJÃO DE 13 KG; RETORNÁVEL";;;;;;;2025-03-27;2025-04-03;2026-04-03;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194419;3761,1;3761,1;3259,62
2025;1260;SECRETARIA DE ESTADO DE EDUCACAO;VS2 EDUCACAO LTDA -ME;14.908.367/0001-12;VS2 EDUCACAO LTDA -ME;;PESSOA JURÍDICA;1261012 000031/2024;9450512;SIM;Vigente publicado;Serviço e Fornecimento;prestação de serviços educacionais, por instituições públicas ou privadas, com ou sem fins lucrativos, que oferecem formação profissional e técnica de nível médio no âmbito do Projeto Trilhas de Futuro, criado pela Resolução SEE n.º 4.583/2021 e alterações posteriores, que serão prestados nas condições estabelecidas no Termo de Referência, Anexo V do Edital SEE n.º 01/2024 (1260.01.0040488/2024-84 - 91073237) e suas Retificações.;;;;;;;2025-02-06;2025-02-08;2026-08-08;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Outros motivos;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193579;560640,0;329647,9;274934,74
2025;1260;SECRETARIA DE ESTADO DE EDUCACAO;WP DECORACOES LTDA;23.441.643/0001-76;WP DECORACOES LTDA;;PESSOA JURÍDICA;1261006 000011/2025;9474876;SIM;Vigente publicado;Serviço;contratação da prestação de serviços de empresa especializada, para confecção e instalações de cortinas na Superintendência Regional de Ensino de Caratinga MG;;;;;;;2025-08-14;2025-08-20;2026-08-20;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197638;17000,0;17000,0;17000,0
2025;1260;SECRETARIA DE ESTADO DE EDUCACAO;WS AR CONDICIONADO LTDA;35.902.868/0001-61;WS AR CONDICIONADO LTDA;;PESSOA JURÍDICA;1261004 000013/2025;9475180;SIM;Vigente publicado;Serviço;O objeto do presente Contrato é a prestação de serviços técnicos especializados de manutenção corretiva e preventiva de aparelhos de ar-condicionado, bem como serviços de montagem, reinstalação e remanejamento dos equipamentos existentes, a fim de garantir o pleno funcionamento do sistema de climatização da sede da Superintendência Regional de Ensino de Campo Belo, que deve ser executado conforme condições do Termo de Referência.;;;;;;;2025-08-19;2025-08-21;2026-08-21;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197764;30000,0;21000,0;21000,0
2025;1260;SECRETARIA DE ESTADO DE EDUCACAO;ZAP MUSIC E DEDETIZADORA LTDA;28.964.042/0001-61;ZAP MUSIC E DEDETIZADORA LTDA;;PESSOA JURÍDICA;1261022 000031/2025;9490672;SIM;Vigente publicado;Serviço;Serviços de Dedetização, Desratização e Limpeza de Caixa D'água.;;;;;;;2025-12-11;2025-12-15;2027-03-15;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=201097;4200,0;4200,0;0,0
2025;1260;SECRETARIA DE ESTADO DE EDUCACAO;ZAP MUSIC E DEDETIZADORA LTDA;28.964.042/0001-61;ZAP MUSIC E DEDETIZADORA LTDA;;PESSOA JURÍDICA;1261039 000014/2025;9471846;SIM;Vigente publicado;Serviço;Prestação de serviços de limpeza de caixa d'água e dedetização para controle de pragas e vetores da Superintendência Regional de Ensino de Uberaba, sendo 2 (duas) aplicações por ano e 2 (duas) limpezas de caixa d'água por ano,  durante período contratual de 36 (trinta e seis) meses.;;;;;;;2025-07-10;2025-07-15;2028-07-15;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196677;11270,0;3756,64;1878,32
2025;1260;SECRETARIA DE ESTADO DE EDUCACAO;ZTRIX ENGENHARIA LTDA;07.686.304/0001-01;ZTRIX ENGENHARIA LTDA;;PESSOA JURÍDICA;1261022 000020/2025;9478201;SIM;Vencido;Serviço; Prestação de serviço - Contratação de empresa especializada para elaboração de Projetos Elétrico, Arquitetônico, Rede Lógica e planilha orçamentária.;;;;;;;2025-09-08;2025-09-09;2025-12-09;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198050;31979,0;31979,0;31979,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;12.042.795 PEPE LENIRIO RODRIGUES JORDAO JUNIOR;12.042.795/0001-80;12.042.795 PEPE LENIRIO RODRIGUES JORDAO JUNIOR;;PESSOA JURÍDICA;1271005 000049/2024;9447822;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193323;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;12.136.687 ERIC JOSE SILVA GOMES;12.136.687/0001-76;12.136.687 ERIC JOSE SILVA GOMES;;PESSOA JURÍDICA;1271005 000049/2024;9447894;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193376;10000,0;0,0;0,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;14.641.869 ANA BEATRIZ BORREGO;14.641.869/0001-20;14.641.869 ANA BEATRIZ BORREGO;;PESSOA JURÍDICA;1271005 000049/2024;9447817;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193322;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;14.964.486 ANDREIA DE ALMEIDA;14.964.486/0001-92;14.964.486 ANDREIA DE ALMEIDA;;PESSOA JURÍDICA;1271005 000049/2024;9447818;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193302;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;18.247.400 CHARLENE CABRAL PINHEIRO;18.247.400/0001-61;18.247.400 CHARLENE CABRAL PINHEIRO;;PESSOA JURÍDICA;1271005 000049/2024;9447839;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193316;10000,0;8280,0;8280,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;19.019.565 MARIA DA CONCEICAO REIS ROSIERE;19.019.565/0001-49;19.019.565 MARIA DA CONCEICAO REIS ROSIERE;;PESSOA JURÍDICA;1271005 000049/2024;9447846;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193341;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;19.093.739 PAULA GOTELIP DE SOUZA CORREA;19.093.739/0001-13;19.093.739 PAULA GOTELIP DE SOUZA CORREA;;PESSOA JURÍDICA;1271005 000049/2024;9447867;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-02-03;2025-02-05;2026-02-05;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193364;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;1C2B EVENTOS LTDA;35.780.067/0001-70;1C2B EVENTOS LTDA;;PESSOA JURÍDICA;1271005 000035/2025;9481182;SIM;Vencido;Serviço;O objeto do presente Contrato é a contratação da 1C2B Eventos Ltda, por inexigibilidade de licitação, para prestar os serviços que garantam a participação da SECULT/MG no 14º BTM - Brazil Travel Market, que acontecerá entre os dias 23 e 24 de outubro de 2025, no Centro de Eventos do Ceará, em Fortaleza/CE, incluindo a contratação de espaço piso-chão, com 200m2, montagem personalizada e desmontagem do estande, conforme especificações, exigências e quantidades estabelecidas neste Termo de Referência (123971669) e na Proposta Comercial (124702872), os quais integram o presente instrumento, independente de transcrição.;;;;;;;2025-10-17;2025-10-20;2025-12-20;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Fornecedor exclusivo;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198976;1000000,0;1000000,0;1000000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;22.805.747 JOAO PEDRO DE QUEIROZ MORALES;22.805.747/0001-50;22.805.747 JOAO PEDRO DE QUEIROZ MORALES;;PESSOA JURÍDICA;1271005 000049/2024;9447887;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193383;10000,0;9200,0;9200,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;22.813.821 BRUNO EMILIANO CAMPOLINA DE ARAUJO;22.813.821/0001-80;22.813.821 BRUNO EMILIANO CAMPOLINA DE ARAUJO;;PESSOA JURÍDICA;1271005 000049/2024;9447837;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos._x000D_ _x000D_ Vinculam esta contratação, independentemente de transcrição:_x000D_ _x000D_ Termo de Referência;_x000D_ _x000D_ Edital de credenciamento nº 01/2024;_x000D_ _x000D_ Informações inseridas no Portal de Compras de Minas Gerais;_x000D_ _x000D_ A Autorização para a contratação;_x000D_ _x000D_ Eventuais anexos dos documentos acima.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193331;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;26.288.698 ELIZABETH SANTOS CALDAS;26.288.698/0001-86;26.288.698 ELIZABETH SANTOS CALDAS;;PESSOA JURÍDICA;1271005 000049/2024;9447924;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193408;10000,0;9200,0;9200,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;26.902.495 JOSE LUIS DE FREITAS;26.902.495/0001-38;26.902.495 JOSE LUIS DE FREITAS;;PESSOA JURÍDICA;1271005 000049/2024;9447892;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193385;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;29.802.614 LINO RAVENNA PINHEIRO SALMIN;29.802.614/0001-79;29.802.614 LINO RAVENNA PINHEIRO SALMIN;;PESSOA JURÍDICA;1271005 000049/2024;9447869;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193365;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;29.841.478 GUSTAVO ABREU REIS;29.841.478/0001-26;29.841.478 GUSTAVO ABREU REIS;;PESSOA JURÍDICA;1271005 000049/2024;9447934;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193429;10000,0;4600,0;4600,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;30.541.431 MARGARIDA GOMES DA SILVA;30.541.431/0001-26;30.541.431 MARGARIDA GOMES DA SILVA;;PESSOA JURÍDICA;1271005 000049/2024;9447963;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193460;10000,0;8280,0;8280,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;32.795.696 MARIA BARBOSA PEIXOTO FORTUNA;32.795.696/0001-86;32.795.696 MARIA BARBOSA PEIXOTO FORTUNA;;PESSOA JURÍDICA;1271005 000049/2024;9447845;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193340;10000,0;4600,0;4600,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;33.139.398 ANTONIO MANUEL DA SILVA NEVES;33.139.398/0001-09;33.139.398 ANTONIO MANUEL DA SILVA NEVES;;PESSOA JURÍDICA;1271005 000049/2024;9447830;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193329;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;33.937.595 RAMON DA SILVA MORAES;33.937.595/0001-65;33.937.595 RAMON DA SILVA MORAES;;PESSOA JURÍDICA;1271005 000049/2024;9447903;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193401;10000,0;10000,0;10000,0
2025;1270;SECRETARIA DE ESTADO DE CULTURA E TURISMO;34.145.617 CLEBER DE LIMA FRANCO TASQUIN;34.145.617/0001-17;34.145.617 CLEBER DE LIMA FRANCO TASQUIN;;PESSOA JURÍDICA;1271005 000049/2024;9447902;SIM;Vencido;Serviço;"O objeto do presente contrato é a contratação da prestação de serviços, por credenciamento, de Pessoas Físicas e Microempreendedores Individuais - MEI, especialistas em atividades artístico-culturais nas categorias elencadas no item 3 do Termo de Referência, cobertas pela Política Nacional Aldir Blanc - PNAB, com vistas a atuar na avaliação, seleção e emissão de parecer técnico e recursal referentes à propostas culturais inscritas em processos seletivos realizados pela Secretaria de Estado de Cultura e Turismo de Minas Gerais - Secult/MG; no bojo da Política Nacional Aldir Blanc Lei 14.399/2022, conforme especificações contidas no edital e seus anexos.";;;;;;;2025-01-31;2025-02-04;2026-02-04;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Objetos que devam ou possam ser contratados por meio de credenciamento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193400;10000,0;10000,0;10000,0
